Facility,Drug,Month,Consumption,End_Stock,Stock_Out
Tiko District Hospital,Ceftriaxone,2023-05-31,769,0,1
Tiko District Hospital,Ceftriaxone,2023-06-30,529,0,1
Tiko District Hospital,Ceftriaxone,2023-07-31,742,518,0
Tiko District Hospital,Ceftriaxone,2023-08-31,540,1216,0
Tiko District Hospital,Ceftriaxone,2023-09-30,556,675,0
Tiko District Hospital,Ceftriaxone,2023-10-31,644,120,0
Tiko District Hospital,Ceftriaxone,2023-11-30,567,0,1
Tiko District Hospital,Ceftriaxone,2023-12-31,614,0,1
Tiko District Hospital,Ceftriaxone,2024-01-31,700,0,1
Tiko District Hospital,Ceftriaxone,2024-02-29,635,143,0
Tiko District Hospital,Ceftriaxone,2024-03-31,586,878,0
Tiko District Hospital,Ceftriaxone,2024-04-30,708,734,0
Tiko District Hospital,Ceftriaxone,2024-05-31,645,26,1
Tiko District Hospital,Ceftriaxone,2024-06-30,516,367,0
Tiko District Hospital,Ceftriaxone,2024-07-31,733,1060,0
Tiko District Hospital,Ceftriaxone,2024-08-31,626,327,0
Tiko District Hospital,Ceftriaxone,2024-09-30,557,0,1
Tiko District Hospital,Ceftriaxone,2024-10-31,413,0,1
Tiko District Hospital,Ceftriaxone,2024-11-30,464,1028,0
Tiko District Hospital,Ceftriaxone,2024-12-31,710,563,0
Buea Regional Hospital,Amoxicillin,2023-01-31,546,3333,0
Buea Regional Hospital,Amoxicillin,2023-02-28,493,2787,0
Buea Regional Hospital,Amoxicillin,2023-03-31,533,2293,0
Buea Regional Hospital,Amoxicillin,2023-04-30,544,1760,0
Buea Regional Hospital,Amoxicillin,2023-05-31,577,1216,0
Buea Regional Hospital,Amoxicillin,2023-06-30,535,638,0
Buea Regional Hospital,Amoxicillin,2023-07-31,695,104,0
Buea Regional Hospital,Amoxicillin,2023-08-31,430,0,1
Buea Regional Hospital,Amoxicillin,2023-09-30,587,261,0
Buea Regional Hospital,Amoxicillin,2023-10-31,523,0,1
Buea Regional Hospital,Amoxicillin,2023-11-30,527,0,1
Buea Regional Hospital,Amoxicillin,2023-12-31,462,0,1
Buea Regional Hospital,Amoxicillin,2024-01-31,608,0,1
Buea Regional Hospital,Amoxicillin,2024-02-29,579,0,1
Buea Regional Hospital,Amoxicillin,2024-03-31,593,59,0
Buea Regional Hospital,Amoxicillin,2024-04-30,540,339,0
Buea Regional Hospital,Amoxicillin,2024-05-31,501,617,0
Buea Regional Hospital,Amoxicillin,2024-06-30,521,116,0
Buea Regional Hospital,Amoxicillin,2024-07-31,561,0,1
Buea Regional Hospital,Amoxicillin,2024-08-31,366,0,1
Buea Regional Hospital,Amoxicillin,2024-09-30,597,0,1
Buea Regional Hospital,Amoxicillin,2024-10-31,721,0,1
Buea Regional Hospital,Amoxicillin,2024-11-30,565,349,0
Buea Regional Hospital,Amoxicillin,2024-12-31,504,0,1
Buea Regional Hospital,ACTs,2023-01-31,374,1520,0
Buea Regional Hospital,ACTs,2023-02-28,396,1146,0
Buea Regional Hospital,ACTs,2023-03-31,440,750,0
Buea Regional Hospital,ACTs,2023-04-30,477,310,0
Buea Regional Hospital,ACTs,2023-05-31,462,749,0
Buea Regional Hospital,ACTs,2023-06-30,412,287,0
Buea Regional Hospital,ACTs,2023-07-31,481,1200,0
Buea Regional Hospital,ACTs,2023-08-31,488,719,0
Buea Regional Hospital,ACTs,2023-09-30,530,231,0
Buea Regional Hospital,ACTs,2023-10-31,591,0,1
Buea Regional Hospital,ACTs,2023-11-30,445,0,1
Buea Regional Hospital,ACTs,2023-12-31,571,0,1
Buea Regional Hospital,ACTs,2024-01-31,479,333,0
Buea Regional Hospital,ACTs,2024-02-29,352,0,1
Buea Regional Hospital,ACTs,2024-03-31,616,0,1
Buea Regional Hospital,ACTs,2024-04-30,656,0,1
Buea Regional Hospital,ACTs,2024-05-31,523,0,1
Buea Regional Hospital,ACTs,2024-06-30,481,492,0
Buea Regional Hospital,ACTs,2024-07-31,452,11,1
Buea Regional Hospital,ACTs,2024-08-31,437,0,1
Buea Regional Hospital,ACTs,2024-09-30,571,0,1
Buea Regional Hospital,ACTs,2024-10-31,472,0,1
Buea Regional Hospital,ACTs,2024-11-30,608,441,0
Buea Regional Hospital,ACTs,2024-12-31,477,503,0
Buea Regional Hospital,Paracetamol,2023-01-31,479,2430,0
Buea Regional Hospital,Paracetamol,2023-02-28,530,1951,0
Buea Regional Hospital,Paracetamol,2023-03-31,540,1421,0
Buea Regional Hospital,Paracetamol,2023-04-30,571,881,0
Buea Regional Hospital,Paracetamol,2023-05-31,607,310,0
Buea Regional Hospital,Paracetamol,2023-06-30,511,0,1
Buea Regional Hospital,Paracetamol,2023-07-31,400,743,0
Buea Regional Hospital,Paracetamol,2023-08-31,477,343,0
Buea Regional Hospital,Paracetamol,2023-09-30,508,0,1
Buea Regional Hospital,Paracetamol,2023-10-31,358,710,0
Buea Regional Hospital,Paracetamol,2023-11-30,616,352,0
Buea Regional Hospital,Paracetamol,2023-12-31,516,487,0
Buea Regional Hospital,Paracetamol,2024-01-31,535,1052,0
Buea Regional Hospital,Paracetamol,2024-02-29,614,517,0
Buea Regional Hospital,Paracetamol,2024-03-31,454,1107,0
Buea Regional Hospital,Paracetamol,2024-04-30,551,653,0
Buea Regional Hospital,Paracetamol,2024-05-31,496,102,0
Buea Regional Hospital,Paracetamol,2024-06-30,490,82,0
Buea Regional Hospital,Paracetamol,2024-07-31,443,0,1
Buea Regional Hospital,Paracetamol,2024-08-31,638,0,1
Buea Regional Hospital,Paracetamol,2024-09-30,475,0,1
Buea Regional Hospital,Paracetamol,2024-10-31,561,885,0
Buea Regional Hospital,Paracetamol,2024-11-30,355,325,0
Buea Regional Hospital,Paracetamol,2024-12-31,599,0,1
Buea Regional Hospital,ORS,2023-01-31,150,3070,0
Buea Regional Hospital,ORS,2023-02-28,317,2920,0
Buea Regional Hospital,ORS,2023-03-31,151,2604,0
Buea Regional Hospital,ORS,2023-04-30,151,2453,0
Buea Regional Hospital,ORS,2023-05-31,162,2302,0
Buea Regional Hospital,ORS,2023-06-30,296,2140,0
Buea Regional Hospital,ORS,2023-07-31,186,1844,0
Buea Regional Hospital,ORS,2023-08-31,127,1659,0
Buea Regional Hospital,ORS,2023-09-30,187,1531,0
Buea Regional Hospital,ORS,2023-10-31,232,1345,0
Buea Regional Hospital,ORS,2023-11-30,141,1112,0
Buea Regional Hospital,ORS,2023-12-31,143,972,0
Buea Regional Hospital,ORS,2024-01-31,404,829,0
Buea Regional Hospital,ORS,2024-02-29,166,425,0
Buea Regional Hospital,ORS,2024-03-31,209,960,0
Buea Regional Hospital,ORS,2024-04-30,206,751,0
Buea Regional Hospital,ORS,2024-05-31,201,545,0
Buea Regional Hospital,ORS,2024-06-30,285,344,0
Buea Regional Hospital,ORS,2024-07-31,311,59,0
Buea Regional Hospital,ORS,2024-08-31,211,282,0
Buea Regional Hospital,ORS,2024-09-30,136,985,0
Buea Regional Hospital,ORS,2024-10-31,337,849,0
Buea Regional Hospital,ORS,2024-11-30,227,512,0
Buea Regional Hospital,ORS,2024-12-31,373,285,0
Buea Regional Hospital,Metformin,2023-01-31,481,1372,0
Buea Regional Hospital,Metformin,2023-02-28,352,891,0
Buea Regional Hospital,Metformin,2023-03-31,403,539,0
Buea Regional Hospital,Metformin,2023-04-30,350,0,1
Buea Regional Hospital,Metformin,2023-05-31,289,0,1
Buea Regional Hospital,Metformin,2023-06-30,163,0,1
Buea Regional Hospital,Metformin,2023-07-31,359,0,1
Buea Regional Hospital,Metformin,2023-08-31,280,775,0
Buea Regional Hospital,Metformin,2023-09-30,278,495,0
Buea Regional Hospital,Metformin,2023-10-31,303,1238,0
Buea Regional Hospital,Metformin,2023-11-30,482,936,0
Buea Regional Hospital,Metformin,2023-12-31,535,454,0
Buea Regional Hospital,Metformin,2024-01-31,360,942,0
Buea Regional Hospital,Metformin,2024-02-29,305,582,0
Buea Regional Hospital,Metformin,2024-03-31,248,277,0
Buea Regional Hospital,Metformin,2024-04-30,380,29,1
Buea Regional Hospital,Metformin,2024-05-31,485,0,1
Buea Regional Hospital,Metformin,2024-06-30,323,0,1
Buea Regional Hospital,Metformin,2024-07-31,152,0,1
Buea Regional Hospital,Metformin,2024-08-31,396,1069,0
Buea Regional Hospital,Metformin,2024-09-30,421,673,0
Buea Regional Hospital,Metformin,2024-10-31,216,1411,0
Buea Regional Hospital,Metformin,2024-11-30,357,1195,0
Buea Regional Hospital,Metformin,2024-12-31,379,839,0
Buea Regional Hospital,Atenolol,2023-01-31,452,3072,0
Buea Regional Hospital,Atenolol,2023-02-28,504,2620,0
Buea Regional Hospital,Atenolol,2023-03-31,399,2116,0
Buea Regional Hospital,Atenolol,2023-04-30,431,1718,0
Buea Regional Hospital,Atenolol,2023-05-31,599,1287,0
Buea Regional Hospital,Atenolol,2023-06-30,591,688,0
Buea Regional Hospital,Atenolol,2023-07-31,550,1581,0
Buea Regional Hospital,Atenolol,2023-08-31,383,1031,0
Buea Regional Hospital,Atenolol,2023-09-30,492,648,0
Buea Regional Hospital,Atenolol,2023-10-31,423,155,0
Buea Regional Hospital,Atenolol,2023-11-30,615,0,1
Buea Regional Hospital,Atenolol,2023-12-31,474,0,1
Buea Regional Hospital,Atenolol,2024-01-31,434,661,0
Buea Regional Hospital,Atenolol,2024-02-29,524,1174,0
Buea Regional Hospital,Atenolol,2024-03-31,470,651,0
Buea Regional Hospital,Atenolol,2024-04-30,640,1379,0
Buea Regional Hospital,Atenolol,2024-05-31,462,739,0
Buea Regional Hospital,Atenolol,2024-06-30,409,277,0
Buea Regional Hospital,Atenolol,2024-07-31,349,384,0
Buea Regional Hospital,Atenolol,2024-08-31,519,754,0
Buea Regional Hospital,Atenolol,2024-09-30,476,235,0
Buea Regional Hospital,Atenolol,2024-10-31,407,0,1
Buea Regional Hospital,Atenolol,2024-11-30,616,452,0
Buea Regional Hospital,Atenolol,2024-12-31,575,638,0
Buea Regional Hospital,Salbutamol,2023-01-31,436,2236,0
Buea Regional Hospital,Salbutamol,2023-02-28,391,1801,0
Buea Regional Hospital,Salbutamol,2023-03-31,426,1410,0
Buea Regional Hospital,Salbutamol,2023-04-30,292,983,0
Buea Regional Hospital,Salbutamol,2023-05-31,403,691,0
Buea Regional Hospital,Salbutamol,2023-06-30,488,288,0
Buea Regional Hospital,Salbutamol,2023-07-31,315,0,1
Buea Regional Hospital,Salbutamol,2023-08-31,313,0,1
Buea Regional Hospital,Salbutamol,2023-09-30,441,0,1
Buea Regional Hospital,Salbutamol,2023-10-31,306,0,1
Buea Regional Hospital,Salbutamol,2023-11-30,365,938,0
Buea Regional Hospital,Salbutamol,2023-12-31,502,573,0
Buea Regional Hospital,Salbutamol,2024-01-31,314,673,0
Buea Regional Hospital,Salbutamol,2024-02-29,507,359,0
Buea Regional Hospital,Salbutamol,2024-03-31,357,0,1
Buea Regional Hospital,Salbutamol,2024-04-30,294,0,1
Buea Regional Hospital,Salbutamol,2024-05-31,432,739,0
Buea Regional Hospital,Salbutamol,2024-06-30,392,307,0
Buea Regional Hospital,Salbutamol,2024-07-31,385,667,0
Buea Regional Hospital,Salbutamol,2024-08-31,322,282,0
Buea Regional Hospital,Salbutamol,2024-09-30,392,0,1
Buea Regional Hospital,Salbutamol,2024-10-31,218,1078,0
Buea Regional Hospital,Salbutamol,2024-11-30,401,859,0
Buea Regional Hospital,Salbutamol,2024-12-31,488,458,0
Buea Regional Hospital,Ceftriaxone,2023-01-31,218,1979,0
Buea Regional Hospital,Ceftriaxone,2023-02-28,366,1762,0
Buea Regional Hospital,Ceftriaxone,2023-03-31,290,1396,0
Buea Regional Hospital,Ceftriaxone,2023-04-30,298,1106,0
Buea Regional Hospital,Ceftriaxone,2023-05-31,362,807,0
Buea Regional Hospital,Ceftriaxone,2023-06-30,306,445,0
Buea Regional Hospital,Ceftriaxone,2023-07-31,143,139,0
Buea Regional Hospital,Ceftriaxone,2023-08-31,305,0,1
Buea Regional Hospital,Ceftriaxone,2023-09-30,315,0,1
Buea Regional Hospital,Ceftriaxone,2023-10-31,286,0,1
Buea Regional Hospital,Ceftriaxone,2023-11-30,218,504,0
Buea Regional Hospital,Ceftriaxone,2023-12-31,277,1114,0
Buea Regional Hospital,Ceftriaxone,2024-01-31,232,836,0
Buea Regional Hospital,Ceftriaxone,2024-02-29,156,172,0
Buea Regional Hospital,Ceftriaxone,2024-03-31,175,16,1
Buea Regional Hospital,Ceftriaxone,2024-04-30,290,0,1
Buea Regional Hospital,Ceftriaxone,2024-05-31,161,0,1
Buea Regional Hospital,Ceftriaxone,2024-06-30,169,1047,0
Buea Regional Hospital,Ceftriaxone,2024-07-31,294,878,0
Buea Regional Hospital,Ceftriaxone,2024-08-31,244,584,0
Buea Regional Hospital,Ceftriaxone,2024-09-30,280,340,0
Buea Regional Hospital,Ceftriaxone,2024-10-31,135,60,0
Buea Regional Hospital,Ceftriaxone,2024-11-30,278,1270,0
Buea Regional Hospital,Ceftriaxone,2024-12-31,181,992,0
Limbe District Hospital,Amoxicillin,2023-01-31,504,1465,0
Limbe District Hospital,Amoxicillin,2023-02-28,510,961,0
Limbe District Hospital,Amoxicillin,2023-03-31,423,451,0
Limbe District Hospital,Amoxicillin,2023-04-30,685,28,1
Limbe District Hospital,Amoxicillin,2023-05-31,387,0,1
Limbe District Hospital,Amoxicillin,2023-06-30,396,729,0
Limbe District Hospital,Amoxicillin,2023-07-31,605,333,0
Limbe District Hospital,Amoxicillin,2023-08-31,557,833,0
Limbe District Hospital,Amoxicillin,2023-09-30,418,1640,0
Limbe District Hospital,Amoxicillin,2023-10-31,548,1223,0
Limbe District Hospital,Amoxicillin,2023-11-30,617,674,0
Limbe District Hospital,Amoxicillin,2023-12-31,497,57,0
Limbe District Hospital,Amoxicillin,2024-01-31,708,465,0
Limbe District Hospital,Amoxicillin,2024-02-29,362,823,0
Limbe District Hospital,Amoxicillin,2024-03-31,555,461,0
Limbe District Hospital,Amoxicillin,2024-04-30,593,0,1
Limbe District Hospital,Amoxicillin,2024-05-31,571,0,1
Limbe District Hospital,Amoxicillin,2024-06-30,483,0,1
Limbe District Hospital,Amoxicillin,2024-07-31,477,0,1
Limbe District Hospital,Amoxicillin,2024-08-31,535,0,1
Limbe District Hospital,Amoxicillin,2024-09-30,565,0,1
Limbe District Hospital,Amoxicillin,2024-10-31,548,301,0
Limbe District Hospital,Amoxicillin,2024-11-30,583,1084,0
Limbe District Hospital,Amoxicillin,2024-12-31,418,501,0
Limbe District Hospital,ACTs,2023-01-31,502,2757,0
Limbe District Hospital,ACTs,2023-02-28,435,2256,0
Limbe District Hospital,ACTs,2023-03-31,553,1820,0
Limbe District Hospital,ACTs,2023-04-30,519,1267,0
Limbe District Hospital,ACTs,2023-05-31,397,442,0
Limbe District Hospital,ACTs,2023-06-30,449,873,0
Limbe District Hospital,ACTs,2023-07-31,544,424,0
Limbe District Hospital,ACTs,2023-08-31,487,0,1
Limbe District Hospital,ACTs,2023-09-30,565,0,1
Limbe District Hospital,ACTs,2023-10-31,451,0,1
Limbe District Hospital,ACTs,2023-11-30,398,464,0
Limbe District Hospital,ACTs,2023-12-31,654,65,0
Limbe District Hospital,ACTs,2024-01-31,344,541,0
Limbe District Hospital,ACTs,2024-02-29,438,197,0
Limbe District Hospital,ACTs,2024-03-31,501,0,1
Limbe District Hospital,ACTs,2024-04-30,557,0,1
Limbe District Hospital,ACTs,2024-05-31,530,0,1
Limbe District Hospital,ACTs,2024-06-30,663,948,0
Limbe District Hospital,ACTs,2024-07-31,469,1284,0
Limbe District Hospital,ACTs,2024-08-31,408,815,0
Limbe District Hospital,ACTs,2024-09-30,461,407,0
Limbe District Hospital,ACTs,2024-10-31,453,0,1
Limbe District Hospital,ACTs,2024-11-30,473,0,1
Limbe District Hospital,ACTs,2024-12-31,400,946,0
Limbe District Hospital,Paracetamol,2023-01-31,390,1232,0
Limbe District Hospital,Paracetamol,2023-02-28,592,422,0
Limbe District Hospital,Paracetamol,2023-03-31,525,589,0
Limbe District Hospital,Paracetamol,2023-04-30,647,572,0
Limbe District Hospital,Paracetamol,2023-05-31,515,0,1
Limbe District Hospital,Paracetamol,2023-06-30,381,0,1
Limbe District Hospital,Paracetamol,2023-07-31,527,1105,0
Limbe District Hospital,Paracetamol,2023-08-31,554,579,0
Limbe District Hospital,Paracetamol,2023-09-30,531,24,1
Limbe District Hospital,Paracetamol,2023-10-31,588,0,1
Limbe District Hospital,Paracetamol,2023-11-30,497,0,1
Limbe District Hospital,Paracetamol,2023-12-31,441,0,1
Limbe District Hospital,Paracetamol,2024-01-31,462,0,1
Limbe District Hospital,Paracetamol,2024-02-29,500,139,0
Limbe District Hospital,Paracetamol,2024-03-31,500,0,1
Limbe District Hospital,Paracetamol,2024-04-30,734,0,1
Limbe District Hospital,Paracetamol,2024-05-31,642,0,1
Limbe District Hospital,Paracetamol,2024-06-30,597,0,1
Limbe District Hospital,Paracetamol,2024-07-31,577,0,1
Limbe District Hospital,Paracetamol,2024-08-31,566,255,0
Limbe District Hospital,Paracetamol,2024-09-30,566,0,1
Limbe District Hospital,Paracetamol,2024-10-31,555,0,1
Limbe District Hospital,Paracetamol,2024-11-30,545,0,1
Limbe District Hospital,Paracetamol,2024-12-31,374,0,1
Limbe District Hospital,ORS,2023-01-31,400,3436,0
Limbe District Hospital,ORS,2023-02-28,592,3036,0
Limbe District Hospital,ORS,2023-03-31,492,2444,0
Limbe District Hospital,ORS,2023-04-30,402,1953,0
Limbe District Hospital,ORS,2023-05-31,621,1550,0
Limbe District Hospital,ORS,2023-06-30,681,929,0
Limbe District Hospital,ORS,2023-07-31,510,248,0
Limbe District Hospital,ORS,2023-08-31,686,574,0
Limbe District Hospital,ORS,2023-09-30,521,0,1
Limbe District Hospital,ORS,2023-10-31,483,245,0
Limbe District Hospital,ORS,2023-11-30,463,0,1
Limbe District Hospital,ORS,2023-12-31,644,0,1
Limbe District Hospital,ORS,2024-01-31,451,0,1
Limbe District Hospital,ORS,2024-02-29,572,0,1
Limbe District Hospital,ORS,2024-03-31,469,0,1
Limbe District Hospital,ORS,2024-04-30,476,0,1
Limbe District Hospital,ORS,2024-05-31,596,137,0
Limbe District Hospital,ORS,2024-06-30,483,0,1
Limbe District Hospital,ORS,2024-07-31,481,0,1
Limbe District Hospital,ORS,2024-08-31,604,0,1
Limbe District Hospital,ORS,2024-09-30,641,0,1
Limbe District Hospital,ORS,2024-10-31,565,0,1
Limbe District Hospital,ORS,2024-11-30,461,0,1
Limbe District Hospital,ORS,2024-12-31,472,0,1
Limbe District Hospital,Metformin,2023-01-31,249,2092,0
Limbe District Hospital,Metformin,2023-02-28,254,1843,0
Limbe District Hospital,Metformin,2023-03-31,228,1590,0
Limbe District Hospital,Metformin,2023-04-30,366,1362,0
Limbe District Hospital,Metformin,2023-05-31,199,996,0
Limbe District Hospital,Metformin,2023-06-30,199,796,0
Limbe District Hospital,Metformin,2023-07-31,428,598,0
Limbe District Hospital,Metformin,2023-08-31,336,170,0
Limbe District Hospital,Metformin,2023-09-30,80,1233,0
Limbe District Hospital,Metformin,2023-10-31,213,1153,0
Limbe District Hospital,Metformin,2023-11-30,113,940,0
Limbe District Hospital,Metformin,2023-12-31,182,827,0
Limbe District Hospital,Metformin,2024-01-31,80,645,0
Limbe District Hospital,Metformin,2024-02-29,247,565,0
Limbe District Hospital,Metformin,2024-03-31,167,318,0
Limbe District Hospital,Metformin,2024-04-30,263,1026,0
Limbe District Hospital,Metformin,2024-05-31,128,763,0
Limbe District Hospital,Metformin,2024-06-30,265,635,0
Limbe District Hospital,Metformin,2024-07-31,225,370,0
Limbe District Hospital,Metformin,2024-08-31,378,771,0
Limbe District Hospital,Metformin,2024-09-30,371,393,0
Limbe District Hospital,Metformin,2024-10-31,321,729,0
Limbe District Hospital,Metformin,2024-11-30,232,408,0
Limbe District Hospital,Metformin,2024-12-31,417,176,0
Limbe District Hospital,Atenolol,2023-01-31,465,3424,0
Limbe District Hospital,Atenolol,2023-02-28,276,2959,0
Limbe District Hospital,Atenolol,2023-03-31,452,2683,0
Limbe District Hospital,Atenolol,2023-04-30,381,2231,0
Limbe District Hospital,Atenolol,2023-05-31,575,1201,0
Limbe District Hospital,Atenolol,2023-06-30,462,626,0
Limbe District Hospital,Atenolol,2023-07-31,382,0,1
Limbe District Hospital,Atenolol,2023-08-31,475,0,1
Limbe District Hospital,Atenolol,2023-09-30,437,738,0
Limbe District Hospital,Atenolol,2023-10-31,293,301,0
Limbe District Hospital,Atenolol,2023-11-30,499,8,1
Limbe District Hospital,Atenolol,2023-12-31,398,533,0
Limbe District Hospital,Atenolol,2024-01-31,544,1141,0
Limbe District Hospital,Atenolol,2024-02-29,420,597,0
Limbe District Hospital,Atenolol,2024-03-31,545,177,0
Limbe District Hospital,Atenolol,2024-04-30,464,0,1
Limbe District Hospital,Atenolol,2024-05-31,508,0,1
Limbe District Hospital,Atenolol,2024-06-30,391,0,1
Limbe District Hospital,Atenolol,2024-07-31,458,0,1
Limbe District Hospital,Atenolol,2024-08-31,292,0,1
Limbe District Hospital,Atenolol,2024-09-30,420,693,0
Limbe District Hospital,Atenolol,2024-10-31,311,734,0
Limbe District Hospital,Atenolol,2024-11-30,339,0,1
Limbe District Hospital,Atenolol,2024-12-31,359,0,1
Limbe District Hospital,Salbutamol,2023-01-31,509,2796,0
Limbe District Hospital,Salbutamol,2023-02-28,533,2287,0
Limbe District Hospital,Salbutamol,2023-03-31,527,1754,0
Limbe District Hospital,Salbutamol,2023-04-30,557,1227,0
Limbe District Hospital,Salbutamol,2023-05-31,581,670,0
Limbe District Hospital,Salbutamol,2023-06-30,564,89,0
Limbe District Hospital,Salbutamol,2023-07-31,566,0,1
Limbe District Hospital,Salbutamol,2023-08-31,529,0,1
Limbe District Hospital,Salbutamol,2023-09-30,551,0,1
Limbe District Hospital,Salbutamol,2023-10-31,526,0,1
Limbe District Hospital,Salbutamol,2023-11-30,398,0,1
Limbe District Hospital,Salbutamol,2023-12-31,754,0,1
Limbe District Hospital,Salbutamol,2024-01-31,602,0,1
Limbe District Hospital,Salbutamol,2024-02-29,465,706,0
Limbe District Hospital,Salbutamol,2024-03-31,562,1411,0
Limbe District Hospital,Salbutamol,2024-04-30,436,850,0
Limbe District Hospital,Salbutamol,2024-05-31,504,414,0
Limbe District Hospital,Salbutamol,2024-06-30,425,0,1
Limbe District Hospital,Salbutamol,2024-07-31,539,0,1
Limbe District Hospital,Salbutamol,2024-08-31,417,0,1
Limbe District Hospital,Salbutamol,2024-09-30,574,0,1
Limbe District Hospital,Salbutamol,2024-10-31,598,0,1
Limbe District Hospital,Salbutamol,2024-11-30,477,0,1
Limbe District Hospital,Salbutamol,2024-12-31,556,585,0
Limbe District Hospital,Ceftriaxone,2023-01-31,571,3006,0
Limbe District Hospital,Ceftriaxone,2023-02-28,569,2435,0
Limbe District Hospital,Ceftriaxone,2023-03-31,435,1866,0
Limbe District Hospital,Ceftriaxone,2023-04-30,585,1431,0
Limbe District Hospital,Ceftriaxone,2023-05-31,491,846,0
Limbe District Hospital,Ceftriaxone,2023-06-30,496,355,0
Limbe District Hospital,Ceftriaxone,2023-07-31,684,0,1
Limbe District Hospital,Ceftriaxone,2023-08-31,564,0,1
Limbe District Hospital,Ceftriaxone,2023-09-30,465,739,0
Limbe District Hospital,Ceftriaxone,2023-10-31,521,1628,0
Limbe District Hospital,Ceftriaxone,2023-11-30,519,1107,0
Limbe District Hospital,Ceftriaxone,2023-12-31,651,588,0
Limbe District Hospital,Ceftriaxone,2024-01-31,519,1114,0
Limbe District Hospital,Ceftriaxone,2024-02-29,693,595,0
Limbe District Hospital,Ceftriaxone,2024-03-31,413,0,1
Limbe District Hospital,Ceftriaxone,2024-04-30,514,0,1
Limbe District Hospital,Ceftriaxone,2024-05-31,455,711,0
Limbe District Hospital,Ceftriaxone,2024-06-30,477,255,0
Limbe District Hospital,Ceftriaxone,2024-07-31,478,1023,0
Limbe District Hospital,Ceftriaxone,2024-08-31,459,545,0
Limbe District Hospital,Ceftriaxone,2024-09-30,655,85,0
Limbe District Hospital,Ceftriaxone,2024-10-31,630,0,1
Limbe District Hospital,Ceftriaxone,2024-11-30,549,0,1
Limbe District Hospital,Ceftriaxone,2024-12-31,478,0,1
Kumba District Hospital,Amoxicillin,2023-01-31,300,2970,0
Kumba District Hospital,Amoxicillin,2023-02-28,249,2670,0
Kumba District Hospital,Amoxicillin,2023-03-31,358,1697,0
Kumba District Hospital,Amoxicillin,2023-04-30,325,570,0
Kumba District Hospital,Amoxicillin,2023-05-31,627,1067,0
Kumba District Hospital,Amoxicillin,2023-06-30,411,1173,0
Kumba District Hospital,Amoxicillin,2023-07-31,324,763,0
Kumba District Hospital,Amoxicillin,2023-08-31,272,439,0
Kumba District Hospital,Amoxicillin,2023-09-30,206,798,0
Kumba District Hospital,Amoxicillin,2023-10-31,275,279,0
Kumba District Hospital,Amoxicillin,2023-11-30,366,4,1
Kumba District Hospital,Amoxicillin,2023-12-31,471,0,1
Kumba District Hospital,Amoxicillin,2024-01-31,446,0,1
Kumba District Hospital,Amoxicillin,2024-02-29,375,654,0
Kumba District Hospital,Amoxicillin,2024-03-31,331,279,0
Kumba District Hospital,Amoxicillin,2024-04-30,378,0,1
Kumba District Hospital,Amoxicillin,2024-05-31,315,0,1
Kumba District Hospital,Amoxicillin,2024-06-30,494,0,1
Kumba District Hospital,Amoxicillin,2024-07-31,341,0,1
Kumba District Hospital,Amoxicillin,2024-08-31,350,0,1
Kumba District Hospital,Amoxicillin,2024-09-30,179,0,1
Kumba District Hospital,Amoxicillin,2024-10-31,341,1224,0
Kumba District Hospital,Amoxicillin,2024-11-30,424,208,0
Kumba District Hospital,Amoxicillin,2024-12-31,271,922,0
Kumba District Hospital,ACTs,2023-01-31,291,3336,0
Kumba District Hospital,ACTs,2023-02-28,321,3044,0
Kumba District Hospital,ACTs,2023-03-31,270,2723,0
Kumba District Hospital,ACTs,2023-04-30,558,2453,0
Kumba District Hospital,ACTs,2023-05-31,362,1894,0
Kumba District Hospital,ACTs,2023-06-30,274,1532,0
Kumba District Hospital,ACTs,2023-07-31,412,1258,0
Kumba District Hospital,ACTs,2023-08-31,404,846,0
Kumba District Hospital,ACTs,2023-09-30,328,442,0
Kumba District Hospital,ACTs,2023-10-31,410,1456,0
Kumba District Hospital,ACTs,2023-11-30,277,1046,0
Kumba District Hospital,ACTs,2023-12-31,303,770,0
Kumba District Hospital,ACTs,2024-01-31,182,467,0
Kumba District Hospital,ACTs,2024-02-29,237,285,0
Kumba District Hospital,ACTs,2024-03-31,487,1455,0
Kumba District Hospital,ACTs,2024-04-30,474,967,0
Kumba District Hospital,ACTs,2024-05-31,348,494,0
Kumba District Hospital,ACTs,2024-06-30,476,146,0
Kumba District Hospital,ACTs,2024-07-31,330,1044,0
Kumba District Hospital,ACTs,2024-08-31,323,714,0
Kumba District Hospital,ACTs,2024-09-30,347,391,0
Kumba District Hospital,ACTs,2024-10-31,333,1071,0
Kumba District Hospital,ACTs,2024-11-30,325,738,0
Kumba District Hospital,ACTs,2024-12-31,434,413,0
Kumba District Hospital,Paracetamol,2023-01-31,433,2908,0
Kumba District Hospital,Paracetamol,2023-02-28,512,2475,0
Kumba District Hospital,Paracetamol,2023-03-31,495,1963,0
Kumba District Hospital,Paracetamol,2023-04-30,355,1469,0
Kumba District Hospital,Paracetamol,2023-05-31,477,1114,0
Kumba District Hospital,Paracetamol,2023-06-30,492,636,0
Kumba District Hospital,Paracetamol,2023-07-31,456,144,0
Kumba District Hospital,Paracetamol,2023-08-31,535,0,1
Kumba District Hospital,Paracetamol,2023-09-30,400,0,1
Kumba District Hospital,Paracetamol,2023-10-31,481,266,0
